T_in,C_A0,tau,V,T,C_A,C_B,C_C,success,residual_norm
311.34952494102566,1.5711593312388386,4.025416353615528,1.6574162247867976,310.0542736195416,1.5710177130489542,0.00014161773108962644,4.587947675865315e-10,True,1.9543548766578896e-17
304.5415031626196,1.2987603547433682,7.605391062621005,0.924313275456447,303.7422287584338,1.2986293870970724,0.0001309671903650197,4.5593065804134145e-10,True,9.14232462595373e-18
305.72040858638826,1.0068791896478906,1.2705513061480715,0.09053238587060289,305.4807468529402,1.006859549894545,1.9639739972016326e-05,1.3373775432654042e-11,True,1.9240418575546938e-16
333.62442007290844,1.4247461791166347,6.526159829910131,1.076015755134376,328.4125564775982,1.4238942200065272,0.0008519386926731171,2.041743445201685e-08,True,1.437574774166277e-17
318.4028485571175,1.0746148802537627,1.571537276259749,1.4028842838736961,317.42714417731435,1.074546954647983,6.792544435508286e-05,1.6142446123648495e-10,True,4.730839226351484e-17
340.21467073365,1.7699440926356185,4.698805306814941,1.5135290219104132,337.5301559737664,1.7684948136981855,0.001449228954714329,4.998271856089522e-08,True,1.6261342339241706e-17
301.93534860118945,0.855852995275954,1.5840840188754344,0.8915371278831318,301.8589109660417,0.8558376849784203,1.5310288195392207e-05,9.338308474690115e-12,True,5.4692179350449456e-17
312.46167303960925,0.94540763582868,6.981679096987489,0.9674519673866104,309.90682145719904,0.9452616103401383,0.00014602467857897456,8.099626158208916e-10,True,1.6025357030812444e-17
303.40302879022454,1.360538965063776,1.7129890204301323,1.1728537305205575,303.26029026527704,1.360509299772763,2.9665268754930408e-05,2.225801124795739e-11,True,3.6178793077886236e-17
318.76734164741464,1.281884737754327,3.3756627670942243,1.7476684370144682,316.8327798261296,1.2817185615203175,0.00016617542690775328,8.071016200477904e-10,True,3.8833455181120936e-17
325.34610403742363,1.3688557123726697,3.674669742906746,1.6486006531686477,322.7132802981375,1.3685528984496638,0.0003028113246837062,2.598322077622471e-09,True,3.3537660009573105e-17
350.2772518413992,0.9992164479016364,6.325497789559787,0.050914106697096874,343.95088505556316,0.9975206922936483,0.001695630192191979,1.2541579636447623e-07,True,2.6268651748174415e-17
322.5843475179074,1.8292819540644067,1.3001349323429565,1.7307353008200046,321.79997695993075,1.8291482721718755,0.0001336815156501265,3.7688137726121434e-10,True,1.8532632481321272e-16
320.92819848209285,1.2551619803209744,1.3609595857499397,1.5923386606523395,320.01565561144673,1.2550781269341291,8.385317297345282e-05,2.1387181686182123e-10,True,2.8677319381101365e-17
322.06870098777057,1.5797710277943864,2.4238350371175468,0.22061028934591648,320.55093535835545,1.5795752491100128,0.00019577775511746124,9.292563084498282e-10,True,7.671559974767778e-17
